施策名,配布部数,総費用（税抜）,印刷費（税抜）,配布費（税抜）,配布開始日,デザイン,デザインリンク,クーポン,合計注文件数,初回購入人数（配布開始から90日以内／配達完了のみ）,2回目購入人数,合計利用クーポン額,合計購入単価,初回購入人数（配布開始から90日以内／キャンセル含む）,グロス費用,CPA
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_PUYK48,114,70,23,"114,300","255,968",70,"169,125","2,416"
2024.1月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HDSA76,126,75,27,"125,700","264,025",76,"185,625","2,442"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KZXS58,106,64,23,"105,370","210,568",64,"156,750","2,449"
2024.1月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_KTFD35,129,67,27,"123,246","306,429",67,"165,000","2,463"
2024.1月大規模ポスティング①,"30,500","201,300","57,950","143,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JTKD49,182,100,38,"177,400","352,281",102,"251,625","2,467"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WKJL62,9,5,1,"8,800","19,550",5,"12,375","2,475"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XRHY89,106,49,23,"98,700","212,686",50,"123,750","2,475"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TEWX85,16,5,4,"13,700","38,647",5,"12,375","2,475"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MXDQ82,33,20,7,"33,100","66,428",20,"49,500","2,475"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_AXGQ68,108,63,20,"107,100","234,016",63,"156,750","2,488"
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FAEV34,64,44,12,"66,800","132,715",58,"144,375","2,489"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HPZV74,89,46,17,"85,300","182,930",46,"115,500","2,511"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MXRL73,21,18,3,"23,700","49,460",18,"45,375","2,521"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SKVZ96,29,26,3,"33,300","58,825",36,"90,750","2,521"
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XTUJ46,127,67,27,"122,160","254,059",67,"169,125","2,524"
2024.1月大規模ポスティング①,"23,000","151,800","43,700","108,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FXNW94,137,74,24,"132,200","272,159",75,"189,750","2,530"
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HDGQ68,81,55,13,"84,200","178,107",57,"144,375","2,533"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ULTD76,63,43,9,"65,600","143,020",45,"115,500","2,567"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UNLT83,23,21,1,"26,600","53,537",45,"115,500","2,567"
2024.1月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RTYA83,114,67,23,"112,536","228,587",72,"185,625","2,578"
2024.1月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GLTK75,88,59,18,"91,100","196,449",64,"165,000","2,578"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CJWN89,54,38,9,"56,800","114,283",38,"99,000","2,605"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TQDF48,23,15,3,"23,600","45,618",19,"49,500","2,605"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VXYD34,57,40,10,"59,900","120,089",41,"107,250","2,616"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HKTU89,30,22,4,"32,000","58,181",22,"57,750","2,625"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NUQT23,55,33,12,"55,000","107,562",33,"86,625","2,625"
2024.1月大規模ポスティング①,"44,000","290,400","83,600","206,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_AUVW93,237,136,51,"233,554","464,822",138,"363,000","2,630"
2024.1月大規模ポスティング①,"21,500","141,900","40,850","101,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MZAG69,110,67,21,"110,500","231,479",67,"177,375","2,647"
2024.1月大規模ポスティング①,"4,500","29,700","8,550","21,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZWCJ93,25,13,6,"24,000","45,041",14,"37,125","2,652"
2024.1月大規模ポスティング①,"4,500","29,700","8,550","21,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CPML52,19,12,4,"19,300","34,555",14,"37,125","2,652"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZUYX97,93,58,13,"94,100","198,335",59,"156,750","2,657"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JRME84,52,33,8,"52,900","108,591",34,"90,750","2,669"
2024.1月大規模ポスティング①,"24,000","158,400","45,600","112,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HXZG89,106,74,17,"111,200","234,315",74,"198,000","2,676"
2024.1月大規模ポスティング①,"18,500","122,100","35,150","86,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GYLX26,61,36,10,"60,700","110,417",57,"152,625","2,678"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_RTQM58,50,31,8,"50,500","100,579",40,"107,250","2,681"
2024.1月大規模ポスティング①,"6,500","42,900","12,350","30,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ZWVC23,32,15,5,"29,900","62,453",20,"53,625","2,681"
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LHCE76,131,62,28,"122,693","245,321",63,"169,125","2,685"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_BQYP79,41,32,7,"44,700","79,822",43,"115,500","2,686"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GLZJ96,59,38,8,"60,300","115,891",46,"123,750","2,690"
2024.1月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_AKGS82,77,50,14,"78,900","167,968",55,"148,500","2,700"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PKQJ92,41,26,8,"41,700","84,004",29,"78,375","2,703"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ESDP85,121,66,24,"117,700","262,115",67,"181,500","2,709"
2024.1月大規模ポスティング①,"24,000","158,400","45,600","112,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_UBTA69,150,73,30,"141,500","293,401",73,"198,000","2,712"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MSZY34,65,46,12,"68,500","156,722",47,"127,875","2,721"
2024.1月大規模ポスティング①,"19,500","128,700","37,050","91,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XJUB47,90,56,15,"90,300","183,034",59,"160,875","2,727"
2024.1月大規模ポスティング①,"25,500","168,300","48,450","119,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YSJA73,156,76,33,"147,200","313,695",77,"210,375","2,732"
2024.1月大規模ポスティング①,"1,000","6,600","1,900","4,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QRHX69,6,3,2,"5,000","13,490",3,"8,250","2,750"
2024.1月大規模ポスティング①,"21,000","138,600","39,900","98,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EAWJ76,104,62,22,"103,800","217,995",63,"173,250","2,750"
2024.1月大規模ポスティング①,"1,000","6,600","1,900","4,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XRKN86,3,3,0,"3,600","6,320",3,"8,250","2,750"
2024.1月大規模ポスティング①,"1,000","6,600","1,900","4,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MQTE98,7,3,1,"6,400","15,570",3,"8,250","2,750"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_RTBZ46,65,44,12,"67,500","129,357",45,"123,750","2,750"
2024.1月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FBYA34,59,39,13,"60,800","129,819",67,"185,625","2,771"
2024.1月大規模ポスティング①,"37,000","244,200","70,300","173,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MZSB73,205,109,42,"197,300","419,964",110,"305,250","2,775"
2024.1月大規模ポスティング①,"18,500","122,100","35,150","86,950",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WUEZ74,97,54,22,"94,387","197,456",55,"152,625","2,775"
2024.1月大規模ポスティング①,"29,000","191,400","55,100","136,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_GUKV48,161,86,32,"155,700","315,236",86,"239,250","2,782"
2024.1月大規模ポスティング①,"28,000","184,800","53,200","131,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ECSZ93,149,83,30,"145,771","326,921",83,"231,000","2,783"
2024.1月大規模ポスティング①,"32,500","214,500","61,750","152,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CKRW34,161,94,28,"159,200","328,237",96,"268,125","2,793"
2024.1月大規模ポスティング①,"38,000","250,800","72,200","178,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VCBH34,207,112,45,"200,200","446,090",112,"313,500","2,799"
2024.1月大規模ポスティング①,"37,000","244,200","70,300","173,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WESV84,192,106,37,"187,400","392,151",109,"305,250","2,800"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FSKR52,71,35,17,"67,200","133,558",35,"99,000","2,829"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DENQ75,75,47,18,"76,000","156,956",48,"136,125","2,836"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CQHF54,17,14,2,"18,900","43,774",16,"45,375","2,836"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XWBK23,23,11,3,"21,600","55,648",16,"45,375","2,836"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_GEDF38,87,53,19,"87,400","177,198",55,"156,750","2,850"
2024.1月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QCKH52,118,65,25,"114,400","247,995",65,"185,625","2,856"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WABD58,46,26,8,"45,200","111,045",26,"74,250","2,856"
2024.1月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SEKM94,91,62,16,"94,700","195,846",65,"185,625","2,856"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ULJF84,60,36,10,"60,000","131,939",36,"103,125","2,865"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XQRV74,41,22,7,"39,700","80,123",23,"66,000","2,870"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CEQY63,56,33,8,"55,700","117,720",33,"94,875","2,875"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SZWQ29,82,43,20,"78,200","166,867",43,"123,750","2,878"
2024.1月大規模ポスティング①,"24,500","161,700","46,550","115,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_PYMF75,121,67,23,"118,200","229,813",70,"202,125","2,888"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_PTWM29,79,54,9,"82,300","174,847",54,"156,750","2,903"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SLBH39,41,23,7,"40,200","90,800",27,"78,375","2,903"
2024.1月大規模ポスティング①,"19,500","128,700","37,050","91,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PWHV36,98,54,17,"95,600","198,601",55,"160,875","2,925"
2024.1月大規模ポスティング①,"19,500","128,700","37,050","91,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZBAH74,99,54,24,"96,300","227,562",55,"160,875","2,925"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_SAWP47,111,62,24,"108,700","210,337",62,"181,500","2,927"
2024.1月大規模ポスティング①,"27,500","181,500","52,250","129,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DPTA87,147,76,28,"140,790","302,402",77,"226,875","2,946"
2024.1月大規模ポスティング①,"24,000","158,400","45,600","112,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CSUM63,118,65,25,"114,400","258,580",67,"198,000","2,955"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EXPQ45,74,45,16,"74,300","164,067",46,"136,125","2,959"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YKUR92,76,42,17,"74,200","139,871",46,"136,125","2,959"
